"","Subtype","Provider","Name","Town","Council","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"764","Older People","Private","Ailsa Craig","Glasgow","Glasgow City","11/03/2024",3,3,3,3,3,"28/02/2024","2017_11",2,0
"765","Older People","Private","Balnacarron","St. Andrews","Fife","26/09/2023",4,4,4,4,4,"22/08/2023","2017_10",1,0
"766","Older People","Private","Hatton Lea Nursing Home","Bellshill","North Lanarkshire","31/05/2024",4,4,3,4,4,"24/05/2024","2017_10",1,0
"767","Older People","Private","Kirknowe Nursing Home","Wishaw","North Lanarkshire","13/09/2023",5,4,4,4,5,"29/08/2023","2017_11",0,0
"768","Older People","Private","Wyndford Locks Nursing Home","Glasgow","Glasgow City","09/05/2023",4,4,4,4,4,"23/02/2023","2017_11",4,0
"769","Older People","Private","Quayside","Glasgow","Glasgow City","15/03/2023",4,4,4,4,4,"01/03/2023","2017_11",4,0
"770","Older People","Private","Victoria Manor Nursing Home","Edinburgh","City of Edinburgh","18/04/2024",3,4,3,3,3,"25/03/2024","2017_10",7,0
"771","Older People","Private","Mugdock House Care Home","Glasgow","East Dunbartonshire","23/08/2022",5,5,NA,5,5,"09/08/2022","2017_10",0,0
"772","Older People","Private","Georgia Park Care Home","Glasgow","South Lanarkshire","22/11/2022",4,5,5,5,4,"15/11/2022","2017_1",1,0
"773","Mental Health Problems","Private","Clyde Valley Care Home","Lanark","South Lanarkshire","07/12/2022",5,4,4,5,5,"26/10/2022","2017_3",0,0
"774","Alcohol & Drug Misuse","Private","Calderglen House","Glasgow","South Lanarkshire","28/04/2023",4,4,4,4,4,"18/04/2023","2017_2",0,0
"775","Older People","Private","Aaron House Care Home","Penicuik","Midlothian","18/04/2024",4,4,4,5,4,"19/03/2024","2018_1",4,0
"776","Older People","Private","Lauder Lodge","Edinburgh","City of Edinburgh","08/08/2023",5,5,5,5,5,"20/07/2023","2017_12",0,0
"777","Older People","Private","Culduthel Care Home","Inverness","Highland","21/07/2022",4,4,4,4,5,"24/06/2022","2017_3",0,0
"778","Older People","Private","Springhill Care Home","Kilmarnock","East Ayrshire","19/07/2023",4,3,4,3,4,"30/05/2024","2017_7",2,0
"779","Older People","Local Authority","Crosslet House Care Home","Dumbarton","West Dunbartonshire","29/01/2024",5,5,5,5,5,"18/12/2023","2017_5",0,0
"780","Older People","Local Authority","Napier House","Glenrothes","Fife","27/11/2023",5,4,5,5,5,"16/11/2023","2017_9",1,0
"781","Older People","Local Authority","Lindsay House","Lumphinnans","Fife","21/05/2024",3,3,5,3,3,"14/05/2024","2018_4",0,0
"782","Older People","Private","Elizabeth House Residential Care Home","Kirkcaldy","Fife","15/01/2024",4,4,4,4,4,"04/12/2023","2017_6",1,0
"783","Older People","Private","Burnfoot Care Home","Patna","East Ayrshire","25/08/2023",5,5,4,5,5,"03/08/2023","2018_6",0,0
"784","Older People","Private","Glebe House Care Home","Ayr","East Ayrshire","01/08/2022",4,4,4,4,4,"25/07/2022","2018_6",0,0
"785","Older People","Private","Doonbank House Care Home","Patna","East Ayrshire","24/10/2022",4,4,4,5,5,"23/09/2022","2018_10",0,0
"786","Older People","Private","Morningside Manor Care Home","Edinburgh","City of Edinburgh","09/02/2024",5,4,4,5,5,"01/02/2024","2017_11",0,0
"787","Learning Disabilities","Voluntary or Not for Profit","Bluebell Cottage","Edinburgh","City of Edinburgh","10/10/2023",5,5,5,5,5,"15/08/2023","2018_3",0,0
"788","Older People","Private","Cramond Residence","Edinburgh","City of Edinburgh","19/04/2023",4,4,5,4,4,"30/03/2023","2018_10",2,0
"789","Older People","Private","Lynemore","Grantown On Spey","Highland","18/08/2023",4,4,5,4,4,"04/08/2023","2018_9",0,0
"790","Older People","Private","Abbey Court Care Home","Glasgow","Glasgow City","01/03/2022",4,4,4,4,4,"16/02/2022","2018_4",0,0
"791","Older People","Private","Milngavie Manor","Glasgow","East Dunbartonshire","15/05/2024",5,5,5,5,4,"22/03/2024","2017_12",2,0
"792","Older People","Private","Torrance Lodge","Kilmarnock","East Ayrshire","26/01/2024",4,4,4,4,4,"25/01/2024","2017_10",3,0
"793","Older People","Private","Abbeydale Court Care Centre","Hamilton","South Lanarkshire","23/02/2024",3,3,3,3,3,"07/02/2024","2017_12",1,1
"794","Alcohol & Drug Misuse","Private","McGonagall House","Dundee","Dundee City","24/11/2023",4,4,4,4,4,"07/11/2023","2018_3",0,0
"795","Older People","Private","Balhousie Pitlochry Care Home","Pitlochry","Perth & Kinross","06/02/2024",3,3,3,3,3,"29/11/2023","2017_9",5,2
"796","Older People","Private","Balhousie Rumbling Bridge","Kinross","Perth & Kinross","05/12/2023",3,4,4,3,3,"22/05/2024","2017_11",7,0
"797","Learning Disabilities","Private","Tweed Lodge","Edinburgh","City of Edinburgh","25/07/2022",5,5,5,5,5,"06/06/2022","2017_12",0,0
"798","Older People","Private","Bon Accord Care - Kingswells Care Home","Aberdeen","Aberdeen City","18/04/2024",3,3,3,2,3,"20/03/2024","2018_1",1,0
"799","Older People","Private","Lochside Manor","Glasgow","North Lanarkshire","18/09/2023",4,4,4,4,4,"21/08/2023","2018_2",0,0
"800","Older People","Voluntary or Not for Profit","Isobel Fraser Home","Inverness","Highland","08/11/2022",5,4,4,4,5,"07/10/2022","2018_3",0,0
"801","Older People","Private","Bayview Care Home","Peterhead","Aberdeenshire","20/03/2024",3,4,4,3,3,"22/02/2024","2018_5",0,0
"802","Older People","Private","Craigbank Care Home","Glasgow","Glasgow City","18/09/2023",4,4,4,4,4,"30/08/2023","2017_12",2,0
"803","Older People","Private","Deanfield Care Home","Glasgow","Glasgow City","11/07/2023",4,4,4,4,4,"28/06/2023","2017_12",0,0
"804","Older People","Private","Elderslie Care Home","Paisley","Renfrewshire","19/03/2024",4,4,4,4,5,"29/01/2024","2017_12",3,1
"805","Older People","Private","Golfhill Care Home","Glasgow","Glasgow City","11/04/2024",3,3,4,3,3,"08/05/2024","2017_12",8,0
"806","Older People","Private","Haydale Nursing Home","Glasgow","Glasgow City","13/05/2024",3,3,4,3,3,"11/04/2024","2017_12",4,0
"807","Older People","Private","Hillview Care Home","Clydebank","West Dunbartonshire","09/01/2024",4,4,4,4,4,"21/03/2024","2017_12",8,0
"808","Older People","Private","Millview Care Home","Glasgow","East Renfrewshire","13/09/2023",5,4,4,4,4,"18/08/2023","2017_12",0,0
"809","Older People","Private","Newcarron Court Nursing Home","Falkirk","Falkirk","09/06/2023",4,4,4,4,4,"02/05/2024","2017_12",4,0
"810","Older People","Private","Norwood Care Home","Glasgow","East Renfrewshire","11/03/2024",4,4,4,4,4,"12/02/2024","2017_12",1,0
"811","Older People","Private","Rutherglen Care Home","Glasgow","South Lanarkshire","15/03/2024",3,3,3,3,3,"15/02/2024","2017_12",2,0
"812","Older People","Private","Braemount Nursing Home","Paisley","Renfrewshire","08/01/2024",3,4,3,5,4,"27/10/2023","2017_12",0,0
"813","Older People","Private","Bonnyholm Gardens Care Home","Glasgow","Glasgow City","19/04/2024",4,3,4,4,4,"10/04/2024","2018_9",0,0
"814","Older People","Private","Badenscoth House","Inverurie","Aberdeenshire","21/12/2023",4,5,5,5,4,"20/12/2023","2018_6",0,0
"815","Older People","Private","Haddington Care Home","Haddington","East Lothian","19/10/2023",3,3,3,3,3,"15/09/2023","2018_6",2,0
"816","Learning Disabilities","Voluntary or Not for Profit","Dougall Court","Dalkeith","Midlothian","23/10/2023",4,4,4,4,4,"09/10/2023","2017_12",0,0
"817","Older People","Voluntary or Not for Profit","Holy Rosary Care Home","Greenock","Inverclyde","22/03/2024",2,2,4,3,3,"08/05/2024","2018_12",1,0
"818","Older People","Voluntary or Not for Profit","St. Joseph's","Glasgow","Glasgow City","04/09/2023",5,5,4,5,5,"16/08/2023","2018_12",0,0
"819","Older People","Private","Murrayside","Edinburgh","City of Edinburgh","31/07/2023",5,4,5,4,5,"09/05/2024","2018_10",0,0
"820","Older People","Private","Bothwell Castle Care Home","Glasgow","South Lanarkshire","08/02/2024",5,5,5,4,5,"25/01/2024","2018_11",1,0
"821","Older People","Private","Glennie House","Cumnock","East Ayrshire","08/12/2023",4,4,4,4,4,"30/11/2023","2018_12",1,0
"822","Physical and Sensory Impairment","Voluntary or Not for Profit","Upper Springland Rosiebank Tummel","Perth","Perth & Kinross","06/12/2023",5,5,3,4,5,"16/11/2023","2019_3",0,0
"823","Physical and Sensory Impairment","Voluntary or Not for Profit","Upper Springland Tayview","Perth","Perth & Kinross","21/12/2023",5,5,4,5,5,"29/11/2023","2019_3",1,0
"824","Learning Disabilities","Voluntary or Not for Profit","Inspire Donald Dewar Court","Aberdeen","Aberdeen City","30/04/2024",5,4,4,5,5,"12/04/2024","2018_12",0,0
"825","Learning Disabilities","Private","Maple Ridge Care Home","Inverness","Highland","12/10/2023",4,4,4,4,4,"05/10/2023","2019_1",0,0
"826","Older People","Local Authority","Bellfield Centre","Stirling","Stirling","10/10/2023",5,4,5,5,4,"05/10/2023","2018_11",2,0
"827","Older People","Private","Murray House","Kelso","Scottish Borders","21/11/2022",4,5,5,4,4,"16/09/2022","2018_12",2,0
"828","Older People","Private","Dorward House","Montrose","Angus","14/08/2023",4,4,5,4,5,"25/07/2023","2018_10",0,0
"829","Older People","Private","Carrick House Nursing Home","Ayr","South Ayrshire","27/05/2022",4,4,4,4,4,"18/05/2022","2019_4",0,0
"830","Learning Disabilities","Voluntary or Not for Profit","Arran House Care Home","Glasgow","South Lanarkshire","20/01/2022",5,5,5,5,5,"25/10/2021","2019_11",0,0
"831","Older People","Private","Glencairn","Edinburgh","City of Edinburgh","08/08/2022",5,5,6,5,5,"19/07/2022","2018_12",0,0
"832","Older People","Private","Milford House Care Home","Edinburgh","City of Edinburgh","09/01/2024",4,4,4,4,5,"15/12/2023","2018_12",0,0
"833","Older People","Private","Trinity House Care Home","Edinburgh","City of Edinburgh","04/08/2022",4,4,5,4,4,"21/07/2022","2019_2",0,0
"834","Older People","Private","Queens Manor Care Home","Edinburgh","City of Edinburgh","22/04/2024",4,4,4,4,4,"25/05/2022","2019_1",0,0
"835","Older People","Private","Beech Manor Care Home","Blairgowrie","Perth & Kinross","10/03/2023",3,4,5,4,4,"07/02/2023","2018_12",0,0
"836","Older People","Private","Torry Care Home","Aberdeen","Aberdeen City","22/12/2023",4,4,4,5,4,"30/11/2023","2018_12",3,0
"837","Older People","Private","Jesmond Care Home","Aberdeen","Aberdeen City","06/03/2024",4,4,4,4,4,"22/01/2024","2018_12",2,0
"838","Learning Disabilities","Private","Elm Cottage Care Ltd","Broxburn","West Lothian","31/10/2023",4,4,4,4,4,"15/09/2023","2019_4",0,0
"839","Older People","Private","Wilby House","Kirkcaldy","Fife","20/03/2024",4,3,4,4,3,"20/02/2024","2019_7",1,0
"840","Older People","Private","Marchmont","Kirkcaldy","Fife","27/08/2021",4,3,3,3,3,"20/08/2021","2019_7",0,0
"841","Older People","Private","Wallside Grange Care Home","Falkirk","Falkirk","08/11/2023",4,5,4,4,5,"31/10/2023","2019_7",0,0
"842","Older People","Local Authority","Victoria Gardens Care Home","Glasgow","Glasgow City","19/10/2021",4,4,4,4,4,"07/10/2021","2019_9",0,0
"843","Older People","Private","Ashton Grange","Glasgow","Glasgow City","15/04/2024",3,4,4,4,3,"20/03/2024","2019_5",0,0
"844","Older People","Private","Greyfriars Care Centre","Glasgow","Glasgow City","22/09/2022",4,3,4,4,3,"13/09/2022","2019_5",0,0
"845","Older People","Local Authority","Meadowburn Care Home","Glasgow","Glasgow City","12/05/2021",3,3,3,3,3,"29/04/2021","2019_10",2,0
"846","Older People","Private","Newton House","Glasgow","East Renfrewshire","18/09/2023",3,3,3,3,3,"22/08/2023","2019_5",0,1
"847","Older People","Private","Springvale Care Home","Glasgow","East Dunbartonshire","04/09/2023",4,4,4,4,4,"14/08/2023","2019_3",3,0
"848","Older People","Private","Bute House Care Home","Cumnock","East Ayrshire","15/05/2024",2,2,2,3,2,"23/05/2024","2020_2",1,0
"849","Older People","Private","Northcare Suites","Edinburgh","City of Edinburgh","25/10/2023",5,5,6,5,5,"06/09/2023","2019_9",1,0
"850","Older People","Private","Kingsacre Care Home","Clydebank","West Dunbartonshire","27/06/2023",4,3,5,4,4,"19/06/2023","2019_7",1,0
"851","Learning Disabilities","Private","Deanston House","Doune","Stirling","13/09/2023",5,4,4,4,5,"08/09/2023","2019_8",0,0
"852","Learning Disabilities","Local Authority","Trindlemoss House","Irvine","North Ayrshire","02/04/2024",4,4,4,4,4,"13/03/2024","2020_2",0,0
"853","Older People","Private","Castlehill Care Home","Inverness","Highland","10/08/2023",4,4,4,4,4,"31/07/2023","2019_12",0,0
"854","Older People","Private","Ashlea Court Care Home","Larkhall","South Lanarkshire","14/10/2022",5,5,4,4,5,"11/10/2022","2019_12",0,0
"855","Older People","Private","Etive House Care Home","Oban","Argyll & Bute","16/02/2023",4,4,4,4,4,"01/02/2023","2020_11",0,0
"856","Older People","Private","Fleet Valley Care Home","Gatehouse Of Fleet","Dumfries & Galloway","09/01/2024",3,4,2,4,3,"12/12/2023","2020_8",1,0
"857","Older People","Private","Cathay Nursing Home","Forres","Moray","05/04/2024",3,3,4,3,3,"06/02/2024","2020_11",0,1
"858","Older People","Private","Crosslaw House Care Home","Lanark","South Lanarkshire","23/05/2024",4,4,3,4,3,"02/05/2024","2020_8",1,0
"859","Older People","Private","Burlington Care Home","Glasgow","Glasgow City","13/10/2023",3,3,4,3,3,"05/09/2023","2020_2",1,0
"860","Older People","Local Authority","Deanfield Care Home","Hawick","Scottish Borders","23/10/2023",3,3,4,3,4,"04/10/2023","2019_12",0,0
"861","Older People","Local Authority","Garden View","Galashiels","Scottish Borders","14/12/2023",4,4,4,4,4,"22/11/2023","2019_12",1,0
"862","Older People","Local Authority","Grove House","Kelso","Scottish Borders","18/08/2022",4,4,4,4,4,"04/08/2022","2019_12",1,0
"863","Older People","Local Authority","Saltgreens Care Home","Eyemouth","Scottish Borders","13/05/2024",4,4,4,4,4,"22/04/2024","2019_12",2,0
"864","Older People","Local Authority","St. Ronan's Care Home","Innerleithen","Scottish Borders","23/02/2023",3,4,4,3,3,"24/01/2023","2019_12",0,0
"865","Older People","Local Authority","Waverley Care Home","Galashiels","Scottish Borders","22/11/2022",3,3,3,3,3,"02/11/2022","2019_12",1,0
"866","Older People","Private","Greenan Manor Care Home","Ayr","South Ayrshire","01/11/2023",4,4,6,5,4,"12/10/2023","2021_1",1,0
"867","Older People","Private","Arran View Care Home","Saltcoats","North Ayrshire","28/05/2024",5,4,5,4,5,"14/05/2024","2020_6",2,0
"868","Older People","Private","Kingsmills Care Home","Inverness","Highland","09/05/2024",2,3,4,2,2,"17/04/2024","2020_4",0,1
"869","Older People","Private","Livingston Care Home","Livingston","West Lothian","13/05/2024",4,4,4,4,4,"30/04/2024","2020_5",3,0
"870","Older People","Private","Abercorn House Care Home","Hamilton","South Lanarkshire","26/02/2024",5,5,5,5,5,"14/02/2024","2020_6",1,0
"871","Older People","Private","Allanbank Care Home","Dumfries","Dumfries & Galloway","21/02/2024",5,5,5,5,5,"07/02/2024","2020_6",1,0
"872","Learning Disabilities","Private","Birch House Care Home","Peterculter","Aberdeen City","11/04/2024",5,4,4,5,4,"04/04/2024","2020_6",0,0
"873","Older People","Private","Camilla House Care Home","Edinburgh","City of Edinburgh","28/09/2023",5,5,5,5,5,"19/09/2023","2020_6",0,0
"874","Older People","Private","Forefaulds Care Home","East Kilbride","South Lanarkshire","03/05/2024",3,3,3,3,3,"26/07/2022","2020_6",2,0
"875","Learning Disabilities","Private","Millport Care Centre","Isle Of Cumbrae","North Ayrshire","05/10/2023",4,4,3,4,5,"25/09/2023","2020_6",1,0
"876","Learning Disabilities","Private","Park Lodge Care Home","Westhill","Aberdeenshire","11/03/2024",5,5,5,5,5,"29/02/2024","2020_6",0,0
"877","Older People","Private","Pitcairn Lodge Nursing Home","Westhill","Aberdeenshire","04/12/2023",3,4,3,4,4,"28/11/2023","2020_6",2,0
"878","Older People","Private","Queens Care Home","Prestwick","South Ayrshire","07/12/2022",4,4,4,4,4,"04/11/2022","2020_6",1,0
"879","Older People","Private","Tyneholm Stables Care Home","Tranent","East Lothian","08/01/2024",3,4,3,3,3,"28/11/2023","2020_6",1,0
"880","Older People","Private","Laurels Lodge Care Home","Aberdeen","Aberdeen City","20/03/2024",5,5,5,5,5,"27/02/2024","2020_8",0,0
"881","Older People","Private","Buchanan House Care Home","Glasgow","East Dunbartonshire","13/11/2023",3,3,4,3,3,"03/11/2023","2020_8",0,0
"882","Older People","Private","Buchanan Lodge Care Home","Glasgow","East Dunbartonshire","16/04/2024",4,4,4,5,4,"10/04/2024","2020_8",0,0
"883","Older People","Private","Havencourt Care Home","Stonehaven","Aberdeenshire","05/03/2024",2,3,2,3,2,"18/04/2024","2020_8",1,0
"884","Older People","Private","Maryfield West Care Home","Aberdeen","Aberdeen City","12/02/2024",4,4,4,4,4,"09/02/2024","2020_8",0,0
"885","Older People","Private","Meadowvale Care Home","Bathgate","West Lothian","14/06/2023",5,4,4,5,5,"22/05/2023","2020_8",0,0
"886","Older People","Private","Bearehill Care Home","Brechin","Angus","15/04/2024",3,4,4,4,4,"15/03/2024","2020_8",4,0
"887","Older People","Private","Craighead Care Home","Newport-On-Tay","Fife","23/04/2024",5,4,4,5,5,"17/04/2024","2020_8",1,0
"888","Older People","Private","Dounemount Care Home","Macduff","Aberdeenshire","27/09/2023",4,4,4,4,4,"26/09/2023","2020_8",0,0
"889","Older People","Private","Earlsferry House Care Home","Leven","Fife","02/05/2024",5,4,3,4,4,"19/04/2024","2020_8",0,0
"890","Older People","Private","Garioch Care Home","Inverurie","Aberdeenshire","06/09/2023",3,4,4,4,4,"28/03/2024","2020_8",0,0
"891","Older People","Private","Henderson House","Dalgety Bay","Fife","09/04/2024",4,4,4,4,5,"29/03/2024","2020_8",0,0
"892","Mental Health Problems","Private","Alderwood House","Dumbarton","West Dunbartonshire","02/02/2024",3,3,3,3,3,"23/01/2024","2021_2",2,0
"893","Older People","Private","Almond Court Care Home","Glasgow","Glasgow City","13/02/2024",4,3,4,4,3,"25/01/2024","2020_8",3,0
"894","Older People","Private","Larkfield View Care Centre","Greenock","Inverclyde","08/04/2024",4,3,4,4,3,"13/03/2024","2020_6",0,0
"895","Older People","Private","Grandholm Care Home","Bridge Of Don","Aberdeen City","11/03/2024",5,5,5,5,5,"25/01/2024","2020_7",0,0
"896","Older People","Private","Three Towns Care Home","Stevenson","North Ayrshire","22/05/2023",4,4,4,4,4,"05/05/2023","2020_8",0,0
"897","Older People","Private","Beechwood Care Home","Wishaw","North Lanarkshire","28/07/2023",4,4,4,4,4,"12/07/2023","2020_7",0,0
"898","Older People","Private","Heatherfield Nursing Home","Armadale","West Lothian","08/01/2024",6,5,5,5,6,"29/11/2023","2020_7",0,0
"899","Older People","Private","Almond View Care Home","Glasgow","Glasgow City","10/11/2023",4,4,4,4,4,"17/10/2023","2020_8",0,0
"900","Older People","Private","Craigielea Care Home","Renfrew","Renfrewshire","08/04/2024",4,4,4,4,4,"19/03/2024","2020_7",4,0
"901","Older People","Private","Bankview Care Home","Bonnybridge","Falkirk","18/09/2023",5,4,5,4,5,"30/08/2023","2020_6",0,0
"902","Older People","Private","Gowrie House Care Home","Kirkcaldy","Fife","13/12/2023",4,3,3,3,5,"08/11/2023","2020_8",3,0
"903","Older People","Voluntary or Not for Profit","St. Mary's Care Home","Dundee","Angus","26/02/2024",5,5,4,5,5,"19/01/2024","2020_11",0,0
"904","Older People","Private","Hallhouse Care Home","Kilmarnock","East Ayrshire","29/06/2023",4,5,4,5,5,"22/06/2023","2020_8",2,0
"905","Older People","Private","Harbour House Care Home","Musselburgh","East Lothian","23/05/2023",3,3,3,3,3,"22/05/2024","2020_11",3,1
"906","Older People","Private","Bridge of Weir Care Home","Bridge Of Weir","Renfrewshire","15/05/2024",3,3,5,3,3,"26/03/2024","2020_11",5,0
"907","Older People","Local Authority","Queens Quay House","Clydebank","West Dunbartonshire","06/02/2024",4,5,6,5,4,"09/01/2024","2020_12",0,0
"908","Older People","Private","Eilean Dubh","Fortrose","Highland","22/12/2023",4,4,5,4,4,"07/12/2023","2021_3",0,0
"909","Older People","Private","Renaissance@Malin Court","Girvan","South Ayrshire","19/12/2022",4,4,4,4,4,"13/12/2022","2021_6",0,0
"910","Older People","Private","The Manor","Edinburgh","City of Edinburgh","01/09/2023",4,4,5,5,5,"14/08/2023","2021_6",0,0
"911","Older People","Private","Kincairney House","Perth","Perth & Kinross","27/05/2024",3,3,5,3,3,"25/04/2024","2021_6",2,0
"912","Older People","Health Board","Home Farm Care Home","Isle Of Skye","Highland","21/03/2024",4,4,4,4,3,"20/02/2024","2021_6",0,0
"913","Older People","Voluntary or Not for Profit","The General Anderson Trust","Elgin","Moray","17/04/2024",4,4,4,4,4,"12/03/2024","2021_6",0,0
"914","Older People","Private","Kirk Lane Nursing Home","Livingston Village","West Lothian","07/12/2023",5,NA,NA,NA,5,"16/11/2023","2021_6",1,0
"915","Older People","Private","Queens View Harbour Luxury Suites","Troon","South Ayrshire","30/10/2023",5,5,5,5,5,"26/10/2023","2021_7",0,0
"916","Mental Health Problems","Private","Willow Lodge","Falkirk","Falkirk","15/02/2024",4,4,4,4,4,"12/01/2024","2021_7",1,0
"917","Learning Disabilities","Private","Linkfield Residential Ltd","Musselburgh","East Lothian","30/05/2023",4,4,4,4,4,"17/05/2023","2021_8",0,0
"918","Older People","Private","Oakeshott House","Stirling","Stirling","31/05/2024",4,4,4,4,4,"30/05/2024","2021_9",3,0
"919","Older People","Private","Belleaire House","Greenock","Inverclyde","18/04/2024",3,3,3,3,3,"20/03/2024","2021_9",2,0
"920","Older People","Private","Kincaid House","Greenock","Inverclyde","17/07/2023",3,4,4,4,3,"08/06/2023","2021_9",1,0
"921","Older People","Private","Kynnaird House Care Home","Fraserburgh","Aberdeenshire","14/07/2023",5,5,5,5,5,"10/07/2023","2021_9",1,0
"922","Older People","Private","Redwoods Care Home","Alness","Highland","17/06/2022",5,NA,NA,NA,5,"10/06/2022","2021_9",1,0
"923","Older People","Private","Parklands Care Home","Alloa","Clackmannanshire","20/05/2024",4,4,5,4,4,"10/05/2024","2021_9",5,0
"924","Older People","Private","St Olafs Care Home","Nairn","Highland","14/05/2024",4,NA,NA,NA,3,"22/03/2024","2021_9",0,0
"925","Older People","Private","Forthland Lodge Care Home","Edinburgh","City of Edinburgh","22/09/2023",4,4,4,3,3,"14/09/2023","2021_9",0,0
"926","Mental Health Problems","Private","Kinmylies Lodge","Inverness","Highland","08/11/2022",5,4,5,4,5,"04/10/2022","2021_9",0,0
"927","Older People","Private","Crimond Care Home","Fraserburgh","Aberdeenshire","13/11/2023",4,4,4,4,5,"25/10/2023","2021_9",0,0
"928","Older People","Private","Auchtercrag Care Home","Ellon","Aberdeenshire","13/05/2024",3,4,4,3,4,"15/04/2024","2021_9",2,0
"929","Older People","Private","Leven Beach Care Home","Leven","Fife","04/04/2024",5,4,4,4,5,"08/03/2024","2021_9",2,0
"930","Older People","Private","The Grove Care Home","Inverurie","Aberdeenshire","22/09/2023",3,3,4,3,3,"23/05/2024","2021_9",1,0
"931","Older People","Private","Carlingwark House","Castle Douglas","Dumfries & Galloway","15/04/2024",3,4,3,3,3,"22/01/2024","2021_10",0,0
"932","Older People","Private","Merse House","Kirkcudbright","Dumfries & Galloway","08/01/2024",3,3,3,4,4,"13/12/2023","2021_10",0,0
"933","Older People","Private","Cornwall Park","Newton Stewart","Dumfries & Galloway","14/06/2023",4,3,3,4,4,"27/04/2023","2021_10",0,0
"934","Older People","Private","Munches Park House","Dalbeattie","Dumfries & Galloway","24/05/2024",3,3,3,3,3,"25/04/2024","2021_10",0,0
"935","Older People","Private","Charnwood Lodge","Dumfries","Dumfries & Galloway","04/10/2022",4,3,4,4,4,"23/08/2022","2021_10",1,0
"936","Older People","Private","Thorney Croft","Stranraer","Dumfries & Galloway","15/01/2024",4,4,3,4,4,"29/11/2023","2021_10",1,0
"937","Older People","Private","Elsie Inglis Nursing Home","Edinburgh","City of Edinburgh","03/11/2023",4,3,5,4,3,"20/09/2023","2021_10",0,0
"938","Mental Health Problems","Private","Wallacetown Gardens","Ayr","South Ayrshire","07/12/2023",5,4,5,4,4,"23/11/2023","2021_11",0,0
"939","Older People","Private","Roselea Court Care Home","Stirling","Stirling","30/05/2023",4,4,5,4,4,"04/05/2023","2021_11",1,0
"940","Physical and Sensory Impairment","Voluntary or Not for Profit","Eastfields","Glasgow","Glasgow City","04/09/2023",3,5,5,4,3,"25/07/2023","2021_11",1,0
"941","Older People","Private","Kingsley Care Home","Paisley","Renfrewshire","15/05/2024",3,3,5,4,3,"23/04/2024","2021_12",1,0
"942","Physical and Sensory Impairment","Private","Murdostoun Neurological Care Centre","Wishaw","North Lanarkshire","03/11/2023",3,3,3,4,3,"22/09/2023","2021_3",1,0
"943","Mental Health Problems","Private","Moorpark Place","Kilbirnie","North Ayrshire","09/01/2024",4,4,4,4,4,"21/12/2023","2021_3",0,0
"944","Older People","Private","Hermitage  House","Helensburgh","Argyll & Bute","11/11/2022",4,4,5,3,4,"14/05/2024","2022_1",0,0
"945","Older People","Private","Middleton Hall","Edinburgh","West Lothian","02/05/2023",5,NA,NA,NA,5,"14/04/2023","2022_2",1,0
"946","Older People","Private","Atlantic View Care Home","Ayr","South Ayrshire",NA,NA,NA,NA,NA,NA,NA,"2022_4",0,0
"947","Older People","Private","Balmoral By Northcare","Glasgow","Glasgow City","09/05/2023",5,4,6,4,4,"15/03/2023","2022_4",0,0
"948","Older People","Private","Centenary House","Coatbridge","North Lanarkshire","14/05/2024",3,3,3,3,3,"14/12/2023","2022_5",1,1
"949","Older People","Private","Creggan Bahn Court","Ayr","South Ayrshire","09/05/2023",5,5,5,5,5,"31/03/2023","2022_6",0,0
"950","Older People","Private","Stobhill Nursing Home","Glasgow","Glasgow City","29/08/2023",4,4,4,4,4,"21/07/2023","2022_8",0,0
"951","Older People","Private","Cardonald Care Home","Glasgow","Glasgow City","18/08/2023",3,3,4,4,4,"22/04/2024","2022_8",0,0
"952","Older People","Private","Baillieston Care Home","Glasgow","Glasgow City","14/05/2024",3,3,3,3,3,"01/05/2024","2022_8",0,1
"953","Older People","Private","Boclair Care Home","Glasgow","East Dunbartonshire","12/12/2023",5,5,5,5,4,"11/09/2023","2022_8",0,0
"954","Older People","Voluntary or Not for Profit","Gibson House Care Home","St. Andrews","Fife","07/02/2024",3,3,3,3,3,"17/01/2024","2022_8",1,0
"955","Older People","Private","Clarence Court Care Home","Glasgow","Glasgow City","24/05/2024",3,3,4,3,3,"18/04/2024","2022_8",1,0
"956","Older People","Private","Tantallon House","North Berwick","East Lothian","29/04/2024",3,3,4,3,3,"18/04/2024","2022_9",5,0
"957","Older People","Private","Woodlands Care Home","Aberdeen","Aberdeen City","11/07/2023",3,3,4,4,4,"13/05/2024","2022_9",2,0
"958","Alcohol & Drug Misuse","Voluntary or Not for Profit","Phoenix Futures National Specialist Family Service, Harper House","Saltcoats","North Ayrshire","23/08/2023",4,5,5,4,4,"08/08/2023","2022_9",0,0
"959","Older People","Private","Clyde Court Care Home","Clydebank","West Dunbartonshire","06/10/2023",3,NA,3,3,3,"03/05/2024","2022_10",1,0
"960","Older People","Private","Ryan Meadows Care Home","Glasgow","South Lanarkshire","21/03/2024",3,3,3,3,3,"06/05/2024","2022_10",4,0
"961","Alcohol & Drug Misuse","Voluntary or Not for Profit","Mother and Child Recovery House - Tayside","Dundee","Dundee City","28/03/2024",6,NA,NA,NA,5,"27/02/2024","2022_12",0,0
"962","Older People","Private","Liberton Brae","Edinburgh","City of Edinburgh","15/12/2023",4,4,5,4,4,"23/11/2023","2022_12",0,0
